phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.18164944648742676,0,0.017669,19.2578125
add,0.03087019920349121,0,0.004221,19.2578125
commit,0.032077789306640625,0,0.005450999999999999,19.2578125
push,0.06324887275695801,0,0.00811,19.2578125
