timestamp,phase,cpu_percent,mem_mb
1783133404.6029148,clone,0.0,3.01
1783133404.6231155,clone,0.0,2.76
1783133404.6433754,clone,0.24,2.73
1783133404.6636136,clone,0.0,2.73
1783133404.6839712,clone,0.0,2.73
1783133404.7048287,clone,1.34,3.03
1783133404.7252722,clone,0.0,3.03
1783133404.745559,clone,0.25,2.45
1783133404.7658806,add,0.0,1.94
1783133404.7860537,commit,0.0,1.71
1783133404.806237,commit,0.0,1.71
1783133404.8264437,push,1.14,2.89
1783133404.8467705,push,0.0,2.89
1783133404.867014,push,0.3,3.11
