timestamp,phase,cpu_percent,mem_mb
1783134942.7671866,pull,0.0,51.65
1783134942.7873418,pull,6.18,51.57
1783134942.8074346,pull,6.35,51.9
1783134942.827595,pull,5.54,51.9
1783134942.8477166,pull,6.2,51.9
1783134942.867859,pull,8.53,52.93
1783134942.888151,pull,3.27,54.83
1783134942.9085054,commit,0.0,54.73
1783134942.9289174,commit,0.0,54.61
1783134942.9491,commit,0.0,54.61
1783134942.9692802,commit,0.0,54.61
1783134942.9895024,commit,0.0,54.61
1783134943.009689,commit,0.04,54.61
1783134943.0298376,commit,0.0,54.61
1783134943.0499766,commit,0.0,54.61
1783134943.0701327,commit,0.0,54.61
1783134943.0902689,commit,0.0,54.61
1783134943.1103969,commit,0.0,54.61
1783134943.1305654,commit,0.0,54.61
1783134943.1508958,commit,0.0,54.61
1783134943.1711266,commit,0.0,54.61
1783134943.1913552,commit,0.0,54.61
1783134943.2116055,commit,0.0,54.61
1783134943.2318954,commit,0.0,54.61
1783134943.252114,commit,0.0,54.61
1783134943.2723346,commit,0.0,54.61
1783134943.2925868,commit,0.0,54.61
1783134943.313122,commit,0.0,54.61
1783134943.3336673,push,4.35,54.75
1783134943.353926,push,6.15,54.75
1783134943.3741584,push,5.37,54.5
1783134943.396626,push,6.35,54.5
1783134943.4167686,push,6.48,55.19
1783134943.4369988,push,6.16,55.19
1783134943.4571164,push,5.45,54.93
1783134943.4774477,push,4.61,55.03
1783134943.497709,push,6.15,55.03
1783134943.5179482,push,3.47,55.05
1783134943.5380945,push,6.19,55.05
1783134943.55831,push,5.99,54.93
1783134943.578467,push,4.35,55.04
1783134943.598668,push,6.17,55.04
1783134943.6189137,push,4.07,54.91
1783134943.6391983,push,6.14,54.91
1783134943.6594436,push,5.35,54.67
1783134943.6796594,push,5.0,55.06
1783134943.6998725,push,6.17,55.06
1783134943.7200742,push,3.9,55.1
1783134943.7402508,push,6.18,55.1
1783134943.7603822,push,5.07,55.4
1783134943.7806718,push,5.53,55.36
1783134943.8008971,push,6.17,55.36
1783134943.8211067,push,3.92,55.18
1783134943.8412359,push,6.19,55.18
1783134943.8613846,push,4.71,55.1
1783134943.8816283,push,5.71,54.88
1783134943.9018493,push,6.22,54.88
1783134943.921988,push,4.08,55.11
1783134943.9422548,push,6.15,55.11
1783134943.9624527,push,5.21,55.4
1783134943.9826806,push,6.06,55.6
1783134944.002956,push,6.04,55.74
1783134944.0231614,push,2.45,56.04
1783134944.0434082,push,2.84,56.96
