named_dir,run_id,sum_latency_sec,sum_cpu_time_sec,max_peak_rss_mb
runs_20260703_202936,run_014,0.5063965320587157,0.027086999999999903,20.109375
runs_20260703_202936,run_006,0.971205711364746,0.049928999999999904,20.109375
runs_20260703_202936,run_011,0.8229289054870604,0.0372609999999999,20.109375
runs_20260703_202936,run_010,0.5298602581024169,0.0354759999999998,20.109375
runs_20260703_202936,run_027,0.95367956161499,0.048405999999999894,20.22265625
runs_20260703_202936,run_016,0.6925442218780518,0.0434699999999999,20.109375
runs_20260703_202936,run_003,0.9667329788208007,0.049914,20.109375
runs_20260703_202936,run_019,0.9500517845153807,0.050058,20.109375
runs_20260703_202936,run_018,0.9564213752746582,0.0495079999999999,20.109375
runs_20260703_202936,run_013,0.6969780921936034,0.038643,20.109375
runs_20260703_202936,run_024,0.9466986656188965,0.0502049999999999,20.22265625
runs_20260703_202936,run_030,0.951263427734375,0.0502039999999999,20.22265625
runs_20260703_202936,run_028,0.9465920925140381,0.049692,20.22265625
runs_20260703_202936,run_026,0.9427440166473389,0.0499079999999999,20.22265625
runs_20260703_202936,run_008,0.9640834331512451,0.049678,20.109375
runs_20260703_202936,run_009,0.9956860542297363,0.0504219999999999,20.109375
runs_20260703_202936,run_020,0.94801926612854,0.049413,20.109375
runs_20260703_202936,run_022,0.9538531303405762,0.0496039999999998,20.22265625
runs_20260703_202936,run_023,0.9796860218048093,0.0496219999999999,20.22265625
runs_20260703_202936,run_015,0.5844240188598633,0.028197999999999897,20.109375
runs_20260703_202936,run_007,0.9967458248138428,0.049906999999999896,20.109375
runs_20260703_202936,run_029,0.9459517002105712,0.0486139999999999,20.22265625
runs_20260703_202936,run_017,0.9781272411346436,0.050776999999999906,20.109375
runs_20260703_202936,run_005,0.9326248168945312,0.048616,20.109375
runs_20260703_202936,run_001,0.9685063362121582,0.0501359999999999,19.984375
runs_20260703_202936,run_025,0.9821681976318358,0.0497139999999998,20.22265625
runs_20260703_202936,run_021,0.9489049911499023,0.050502999999999895,20.109375
runs_20260703_202936,run_002,0.6895332336425781,0.046881999999999896,20.109375
runs_20260703_202936,run_004,0.9194543361663817,0.0499169999999998,20.109375
runs_20260703_202936,run_012,0.615110158920288,0.029507,20.109375
