timestamp,phase,cpu_percent,mem_rss_mb
1783125005.5531747,pull,0.0,11.328
1783125005.5886095,pull,0.0,11.328
1783125005.6220999,pull,0.0,11.328
1783125005.6583016,pull,0.0,11.68
1783125005.6930916,pull,0.0,11.68
1783125005.7268,pull,0.0,11.68
1783125005.765552,pull,0.0,0.0
1783125005.8053896,commit,0.0,0.0
1783125005.842472,push,0.0,11.344
1783125005.8738334,push,0.0,11.344
1783125005.9040847,push,0.0,11.793
1783125005.9331436,push,0.0,11.793
1783125005.9627569,push,0.0,11.859
1783125005.9912536,push,0.0,11.859
1783125006.0218687,push,0.0,11.859
1783125006.050017,push,0.0,11.859
1783125006.0798995,push,0.0,11.859
1783125006.1087117,push,0.0,11.859
1783125006.138542,push,0.0,11.859
1783125006.1681638,push,0.0,11.859
1783125006.2007413,push,0.0,11.859
