phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.15229034423828125,0,0.027783000000000002,18.9765625
add,0.028951406478881836,0,0.0044919999999999995,18.9765625
commit,0.033414602279663086,0,0.007388,18.9765625
push,0.0632634162902832,0,0.008164,18.9765625
