phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.1421499252319336,0,0.008889999999999999,20.34765625
commit,0.4110698699951172,0,0.402933,60.37890625
push,0.7725057601928711,0,0.016859,20.34765625
