timestamp,phase,cpu_percent,mem_mb
1783133427.5458117,clone,0.0,3.07
1783133427.565975,clone,0.0,3.07
1783133427.5863552,clone,0.25,3.04
1783133427.6066968,clone,0.0,3.04
1783133427.6271803,clone,0.0,3.04
1783133427.647685,clone,1.26,3.24
1783133427.6680567,clone,0.0,3.24
1783133427.6885865,clone,0.21,2.92
1783133427.7090802,add,0.0,2.64
1783133427.7293346,commit,0.0,2.64
1783133427.7497902,commit,0.0,2.63
1783133427.7700965,push,1.11,3.02
1783133427.7903771,push,0.0,2.96
1783133427.8106482,push,0.6,3.4
1783133427.8308601,push,3.0,2.98
