phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.1540677547454834,0,0.026626999999999998,18.9765625
add,0.028806686401367188,0,0.005095,18.9765625
commit,0.031461477279663086,0,0.007545,18.9765625
push,0.06381559371948242,0,0.009252999999999999,18.9765625
