timestamp,phase,cpu_percent,mem_mb
1783135969.4241843,clone,0.0,4.48
1783135969.4443786,clone,0.0,3.8
1783135969.4645789,clone,0.23,3.8
1783135969.4847245,clone,0.0,3.8
1783135969.5049984,clone,0.0,3.8
1783135969.5252697,clone,1.61,4.04
1783135969.54549,clone,0.0,4.04
1783135969.5657737,clone,0.21,3.66
1783135969.5860066,add,0.0,3.36
1783135969.6062212,commit,0.0,3.34
1783135969.6264205,commit,0.0,3.14
1783135969.6466799,push,0.77,3.85
1783135969.6669452,push,0.0,3.59
1783135969.6872692,push,1.0,3.93
