phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.2579164505004883,0,0.014986,20.109375
commit,0.040792226791381836,0,0.015182,20.109375
push,0.6339161396026611,0,0.018448,20.109375
