phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.14962220191955566,0,0.013716999999999998,19.2578125
add,0.029658794403076172,0,0.001882,19.2578125
commit,0.031609535217285156,0,0.006770999999999999,19.2578125
push,0.08986735343933105,0,0.009038,19.2578125
