phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.2508230209350586,0,0.015373,20.22265625
commit,0.04044485092163086,0,0.01571,20.22265625
push,0.6514761447906494,0,0.018824999999999998,20.22265625
