timestamp,phase,cpu_percent,mem_mb
1783125371.2443264,pull,0.0,51.17
1783125371.2645926,pull,6.42,51.17
1783125371.2848244,pull,6.14,51.17
1783125371.3051198,pull,6.12,51.17
1783125371.3255048,pull,6.46,51.17
1783125371.3458226,pull,5.19,51.33
1783125371.3662598,pull,6.09,51.33
1783125371.386602,pull,6.42,51.33
1783125371.4068947,pull,6.13,51.33
1783125371.4271772,pull,5.58,51.51
1783125371.447523,pull,7.71,51.52
1783125371.4681146,pull,2.72,51.31
1783125371.488825,commit,0.0,51.28
1783125371.509333,commit,0.0,51.28
1783125371.5301132,push,0.0,51.28
1783125371.5505993,push,5.94,51.28
1783125371.5709136,push,6.11,51.28
1783125371.5912654,push,6.11,51.28
1783125371.6115808,push,6.43,51.28
1783125371.6318927,push,5.3,51.41
1783125371.6523318,push,6.08,51.41
1783125371.6727166,push,6.39,51.41
1783125371.693076,push,6.11,51.41
1783125371.7134945,push,6.01,51.81
1783125371.7339063,push,6.08,51.81
1783125371.7542892,push,6.08,51.81
1783125371.774696,push,6.39,51.81
1783125371.794998,push,6.2,51.7
1783125371.8153806,push,4.1,51.55
1783125371.8358629,push,5.64,51.8
1783125371.8562655,push,6.09,51.8
1783125371.876491,push,6.44,51.8
1783125371.8967893,push,6.12,51.79
1783125371.9171777,push,2.79,51.72
1783125371.9375162,push,5.69,51.72
1783125371.9579196,push,6.09,51.72
1783125371.9782104,push,6.13,51.72
1783125371.9985006,push,6.44,51.72
1783125372.0189104,push,3.36,51.78
1783125372.0392885,push,5.45,51.78
1783125372.0597453,push,6.37,51.78
1783125372.080054,push,6.11,51.78
1783125372.100339,push,6.13,51.78
1783125372.120667,push,3.86,51.99
1783125372.1410136,push,3.23,51.83
1783125372.161404,push,3.82,51.9
