phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.14965248107910156,0,0.015236,19.2578125
add,0.029973745346069336,0,0.002512,19.2578125
commit,0.03224539756774902,0,0.007151,19.2578125
push,0.06232857704162598,0,0.008695,19.2578125
