timestamp,phase,cpu_percent,mem_rss_mb
1783135094.7353492,pull,0.0,11.125
1783135094.7633862,pull,0.0,11.125
1783135094.791793,pull,0.0,11.516
1783135094.8195994,pull,0.0,11.516
1783135094.8474572,pull,0.0,0.0
1783135094.8823416,commit,0.0,14.43
1783135094.910677,commit,105.9,30.141
1783135094.9388158,commit,106.6,43.652
1783135094.9665616,commit,72.1,50.262
1783135094.9936638,commit,110.7,51.344
1783135095.0203636,commit,74.9,52.625
1783135095.0472708,commit,111.5,54.137
1783135095.0738363,commit,112.9,54.84
1783135095.1004684,commit,75.1,55.508
1783135095.1268501,commit,113.7,57.426
1783135095.1533322,commit,75.5,58.695
1783135095.1808388,commit,145.4,59.047
1783135095.207358,commit,113.1,59.754
1783135095.2344713,commit,73.8,59.984
1783135095.2614512,commit,111.2,60.371
1783135095.2931666,push,0.0,11.188
1783135095.320904,push,0.0,11.188
1783135095.3493898,push,0.0,11.594
1783135095.3762965,push,0.0,11.594
1783135095.4040465,push,0.0,11.738
1783135095.4312859,push,0.0,11.738
1783135095.4588127,push,0.0,11.766
1783135095.4859493,push,0.0,11.766
1783135095.5134592,push,0.0,11.766
1783135095.5409875,push,0.0,11.766
1783135095.5681863,push,0.0,11.766
1783135095.59602,push,0.0,11.766
1783135095.6230738,push,0.0,11.766
1783135095.6508214,push,0.0,11.766
1783135095.67783,push,0.0,11.766
1783135095.705518,push,0.0,11.766
1783135095.7333376,push,0.0,11.766
1783135095.7615478,push,0.0,11.766
1783135095.7888894,push,0.0,11.766
1783135095.816297,push,0.0,11.766
1783135095.8439937,push,0.0,11.766
1783135095.8711798,push,0.0,11.766
1783135095.8986623,push,0.0,11.766
1783135095.9260147,push,0.0,11.766
1783135095.9537861,push,0.0,11.766
1783135095.982031,push,0.0,11.766
1783135096.0102737,push,0.0,11.766
1783135096.0384934,push,0.0,0.0
