timestamp,phase,cpu_percent,mem_rss_mb
1783135125.2528243,pull,0.0,11.281
1783135125.2807803,pull,0.0,11.281
1783135125.3086934,pull,0.0,11.742
1783135125.336833,pull,0.0,11.742
1783135125.3649929,pull,0.0,0.0
1783135125.4001727,commit,0.0,14.836
1783135125.428251,commit,106.8,30.652
1783135125.456535,commit,106.1,44.633
1783135125.484222,commit,72.2,50.254
1783135125.5116382,commit,109.4,51.414
1783135125.538543,commit,111.5,52.848
1783135125.5656278,commit,73.8,54.152
1783135125.5923169,commit,112.4,54.855
1783135125.6195428,commit,110.2,55.723
1783135125.6461835,commit,112.6,57.418
1783135125.6729932,commit,111.9,58.699
1783135125.700171,commit,73.6,59.039
1783135125.7266436,commit,113.3,59.777
1783135125.7537246,commit,110.8,59.977
1783135125.7806923,commit,74.2,60.43
1783135125.813696,push,0.0,11.254
1783135125.8418107,push,0.0,11.254
1783135125.8691428,push,0.0,11.723
1783135125.8957891,push,0.0,11.723
1783135125.923434,push,0.0,11.867
1783135125.9514823,push,0.0,11.867
1783135125.980014,push,0.0,11.895
1783135126.0081275,push,0.0,11.895
1783135126.0350313,push,0.0,11.895
1783135126.063012,push,0.0,11.895
1783135126.0897985,push,0.0,11.895
1783135126.1174464,push,0.0,11.895
1783135126.1462932,push,0.0,11.895
1783135126.1737077,push,0.0,11.895
1783135126.2005305,push,0.0,11.895
1783135126.2280638,push,0.0,11.895
1783135126.2555377,push,0.0,11.895
1783135126.2830215,push,0.0,11.895
1783135126.3105977,push,0.0,11.895
1783135126.3375077,push,0.0,11.895
1783135126.365433,push,0.0,11.895
1783135126.3925748,push,0.0,11.895
1783135126.4201062,push,0.0,11.895
1783135126.4483845,push,0.0,11.895
1783135126.4759114,push,0.0,11.895
1783135126.5034764,push,0.0,11.895
1783135126.5316522,push,0.0,11.895
