timestamp,phase,cpu_percent,mem_mb
1783135991.6261585,clone,0.0,4.38
1783135991.6463497,clone,0.0,3.43
1783135991.6666288,clone,0.24,3.05
1783135991.686886,clone,0.0,3.05
1783135991.7073078,clone,0.0,3.03
1783135991.7278407,clone,1.12,3.25
1783135991.7483003,clone,0.0,3.25
1783135991.768709,clone,0.21,2.76
1783135991.788932,clone,0.0,2.26
1783135991.8091745,add,0.0,2.26
1783135991.8295429,add,0.0,2.26
1783135991.849856,commit,0.0,2.24
1783135991.8702586,commit,0.0,2.24
1783135991.8905678,push,1.03,2.7
1783135991.9107533,push,0.0,2.64
1783135991.9310064,push,2.92,3.31
