phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.25504493713378906,0,0.015226,20.109375
commit,0.04076838493347168,0,0.015953000000000002,20.109375
push,0.67091965675354,0,0.018735,20.109375
