timestamp,phase,cpu_percent,mem_rss_mb
1783135336.871661,pull,0.0,11.133
1783135336.8992558,pull,0.0,11.133
1783135336.9270227,pull,0.0,11.406
1783135336.9546916,pull,0.0,11.406
1783135336.9836996,pull,0.0,0.0
1783135337.018761,commit,0.0,14.355
1783135337.0468996,commit,106.6,29.922
1783135337.075133,commit,106.3,43.668
1783135337.102776,commit,108.5,50.277
1783135337.1298618,commit,73.8,51.359
1783135337.1572468,commit,109.6,52.645
1783135337.183787,commit,113.0,54.152
1783135337.210235,commit,75.6,54.855
1783135337.2368321,commit,112.8,55.523
1783135337.2638216,commit,74.1,57.441
1783135337.2905004,commit,112.5,58.711
1783135337.3167772,commit,114.2,58.977
1783135337.3432894,commit,75.4,59.695
1783135337.369755,commit,113.3,59.98
1783135337.3962667,commit,75.4,60.383
1783135337.4275892,push,0.0,11.09
1783135337.4553456,push,0.0,11.09
1783135337.483169,push,0.0,11.488
1783135337.5102084,push,0.0,11.488
1783135337.5375335,push,0.0,11.633
1783135337.5650604,push,0.0,11.633
1783135337.5923746,push,0.0,11.66
1783135337.6199002,push,0.0,11.66
1783135337.6472328,push,0.0,11.66
1783135337.6749704,push,0.0,11.66
1783135337.7021887,push,0.0,11.66
1783135337.7297275,push,0.0,11.66
1783135337.7565117,push,0.0,11.66
1783135337.784346,push,0.0,11.66
1783135337.8118713,push,0.0,11.66
1783135337.8393474,push,0.0,11.66
1783135337.866744,push,0.0,11.66
1783135337.8944016,push,0.0,11.66
1783135337.9221005,push,0.0,11.66
1783135337.9496462,push,0.0,11.66
1783135337.9773788,push,0.0,11.66
1783135338.0043015,push,0.0,11.66
1783135338.0315838,push,0.0,11.66
1783135338.0589175,push,0.0,11.66
1783135338.086895,push,0.0,11.66
1783135338.1143818,push,0.0,11.66
1783135338.1423051,push,0.0,11.66
1783135338.170361,push,0.0,0.0
