named_dir,run_id,sum_latency_sec,sum_cpu_time_sec,max_peak_rss_mb
runs_daemon_20260703_224954,run_014,0.3038008213043212,0.0332299999999997,19.2578125
runs_daemon_20260703_224954,run_006,0.27637338638305653,0.0321929999999998,19.2578125
runs_daemon_20260703_224954,run_011,0.2777435779571532,0.0345899999999999,19.2578125
runs_daemon_20260703_224954,run_010,0.3078463077545165,0.0354509999999999,19.2578125
runs_daemon_20260703_224954,run_027,0.3048110008239744,0.0325899999999998,19.3828125
runs_daemon_20260703_224954,run_016,0.2809846401214597,0.033999,19.2578125
runs_daemon_20260703_224954,run_003,0.3030786514282225,0.032756999999999994,19.2578125
runs_daemon_20260703_224954,run_019,0.27752637863159163,0.031157999999999998,19.2578125
runs_daemon_20260703_224954,run_018,0.2769727706909178,0.032413999999999894,19.2578125
runs_daemon_20260703_224954,run_013,0.2759935855865477,0.03339,19.2578125
runs_daemon_20260703_224954,run_024,0.29978609085083,0.0334469999999997,19.3828125
runs_daemon_20260703_224954,run_030,0.280109643936157,0.0340269999999999,19.5078125
runs_daemon_20260703_224954,run_028,0.3102307319641111,0.034653,19.5078125
runs_daemon_20260703_224954,run_026,0.2767543792724608,0.0288629999999998,19.3828125
runs_daemon_20260703_224954,run_008,0.2717459201812742,0.032822000000000004,19.2578125
runs_daemon_20260703_224954,run_009,0.2755434513092039,0.031057999999999794,19.2578125
runs_daemon_20260703_224954,run_020,0.28060293197631825,0.0316539999999999,19.3828125
runs_daemon_20260703_224954,run_022,0.2806007862091062,0.0346009999999999,19.3828125
runs_daemon_20260703_224954,run_023,0.2758736610412595,0.0345199999999999,19.3828125
runs_daemon_20260703_224954,run_015,0.27556705474853493,0.0318879999999998,19.2578125
runs_daemon_20260703_224954,run_007,0.2723140716552732,0.033483,19.2578125
runs_daemon_20260703_224954,run_029,0.30237603187561024,0.034144,19.5078125
runs_daemon_20260703_224954,run_017,0.27931904792785633,0.032149,19.2578125
runs_daemon_20260703_224954,run_005,0.3007578849792478,0.0314079999999998,19.2578125
runs_daemon_20260703_224954,run_001,0.2740662097930907,0.0318689999999998,19.1328125
runs_daemon_20260703_224954,run_025,0.2787101268768309,0.030108999999999803,19.3828125
runs_daemon_20260703_224954,run_021,0.30402445793151844,0.0351799999999999,19.3828125
runs_daemon_20260703_224954,run_002,0.27579474449157704,0.0323279999999998,19.2578125
runs_daemon_20260703_224954,run_004,0.27420020103454573,0.033594,19.2578125
runs_daemon_20260703_224954,run_012,0.2757952213287352,0.0319079999999999,19.2578125
