phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.12359833717346191,0,0.011118999999999999,20.109375
commit,0.034192562103271484,0,0.011342,20.109375
push,0.3720693588256836,0,0.013014999999999999,20.109375
