timestamp,phase,cpu_percent,mem_mb
1783133424.063007,clone,0.0,3.31
1783133424.0831623,clone,0.0,3.05
1783133424.1034672,clone,0.09,3.03
1783133424.1238556,clone,0.0,3.03
1783133424.1443307,clone,0.83,3.46
1783133424.1647043,clone,0.25,3.1
1783133424.1850271,clone,0.0,3.1
1783133424.2053654,clone,0.21,2.21
1783133424.226014,add,0.0,2.11
1783133424.2462966,commit,0.0,1.92
1783133424.2665496,commit,0.0,1.92
1783133424.2868624,push,0.64,2.6
1783133424.3071775,push,0.0,2.6
1783133424.327481,push,1.67,3.39
