timestamp,phase,cpu_percent,mem_rss_mb
1783133424.0626404,clone,0.0,7.531
1783133424.094077,clone,0.0,7.531
1783133424.1253834,clone,0.0,7.531
1783133424.153648,clone,0.0,14.367
1783133424.1849897,clone,0.0,14.367
1783133424.223164,add,0.0,0.0
1783133424.2548778,commit,0.0,0.0
1783133424.2866313,push,0.0,7.871
1783133424.3173711,push,0.0,7.871
