timestamp,phase,cpu_percent,mem_rss_mb
1783125262.3031025,pull,0.0,11.164
1783125262.3387492,pull,0.0,11.164
1783125262.3718655,pull,0.0,11.164
1783125262.4072683,pull,0.0,11.516
1783125262.4403977,pull,0.0,11.516
1783125262.4731257,pull,0.0,11.516
1783125262.5104983,pull,0.0,11.52
1783125262.5516574,commit,59.8,0.0
1783125262.5906348,push,0.0,11.262
1783125262.624664,push,0.0,11.262
1783125262.6576004,push,0.0,11.262
1783125262.6921957,push,0.0,11.656
1783125262.7251406,push,0.0,11.656
1783125262.7576077,push,0.0,11.656
1783125262.7921543,push,0.0,11.723
1783125262.8252451,push,0.0,11.723
1783125262.8605344,push,0.0,11.723
1783125262.8986406,push,0.0,11.723
1783125262.93184,push,0.0,11.723
1783125262.9669838,push,0.0,11.723
1783125263.0020185,push,0.0,11.723
1783125263.03501,push,0.0,11.723
1783125263.0701604,push,0.0,11.723
1783125263.1052454,push,28.5,11.723
1783125263.1383412,push,0.0,11.723
1783125263.1740422,push,0.0,11.723
1783125263.2123759,push,0.0,11.723
