timestamp,phase,cpu_percent,mem_mb
1783135033.9094021,pull,0.0,50.73
1783135033.9295504,pull,6.49,50.73
1783135033.949728,pull,5.74,50.62
1783135033.96989,pull,5.65,50.58
1783135033.9901547,pull,6.15,50.58
1783135034.0104175,pull,7.38,51.2
1783135034.0306513,pull,5.48,53.73
1783135034.0509396,commit,0.0,53.73
1783135034.0712063,commit,0.0,53.73
1783135034.0914779,commit,0.0,53.73
1783135034.1117392,commit,0.0,53.63
1783135034.1320577,commit,0.0,53.63
1783135034.1523235,commit,0.0,53.63
1783135034.1726727,commit,0.0,53.63
1783135034.1929123,commit,0.0,53.63
1783135034.2131834,commit,0.0,53.63
1783135034.2334018,commit,0.0,53.63
1783135034.2537282,commit,0.0,53.63
1783135034.273963,commit,0.0,53.63
1783135034.2942405,commit,0.0,53.63
1783135034.3145375,commit,0.0,53.63
1783135034.3347626,commit,0.0,53.63
1783135034.3549807,commit,0.0,53.63
1783135034.3752382,commit,0.0,53.63
1783135034.3954608,commit,0.0,53.63
1783135034.4156804,commit,0.0,53.63
1783135034.4358976,commit,0.0,53.56
1783135034.4561913,commit,0.0,53.39
1783135034.476441,push,3.33,53.86
1783135034.496685,push,6.16,53.78
1783135034.5170295,push,5.21,53.89
1783135034.5373394,push,6.14,53.89
1783135034.5575552,push,6.54,54.55
1783135034.5777082,push,6.02,54.02
1783135034.5980124,push,6.14,54.02
1783135034.6182177,push,3.43,53.89
1783135034.6384919,push,6.45,53.89
1783135034.6586506,push,5.36,53.74
1783135034.6788297,push,4.45,53.94
1783135034.699052,push,6.16,53.94
1783135034.719253,push,3.82,54.46
1783135034.739423,push,6.48,54.46
1783135034.759687,push,5.72,54.75
1783135034.7799087,push,4.47,54.43
1783135034.8001387,push,6.16,54.43
1783135034.8203535,push,3.44,54.65
1783135034.8405342,push,6.33,54.65
1783135034.8607655,push,5.87,54.55
1783135034.8810186,push,3.8,54.77
1783135034.901386,push,6.43,54.77
1783135034.9216058,push,4.24,54.62
1783135034.941867,push,6.21,54.54
1783135034.9621093,push,6.19,54.54
1783135034.9823866,push,4.32,54.45
1783135035.0026681,push,6.16,54.45
1783135035.0228717,push,4.0,54.5
1783135035.0431204,push,6.0,54.5
1783135035.0633602,push,6.01,55.41
1783135035.0835056,push,4.26,55.23
1783135035.103699,push,6.18,55.23
1783135035.1238298,push,4.81,55.55
1783135035.1440752,push,6.15,55.55
1783135035.1642878,push,5.7,55.79
1783135035.1844423,push,2.58,55.93
1783135035.2048206,push,2.86,57.15
1783135035.2251766,push,2.17,57.08
