phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.26891183853149414,0,0.015392,20.109375
commit,0.03917264938354492,0,0.014969999999999999,20.109375
push,0.6886613368988037,0,0.019545,20.109375
