timestamp,phase,cpu_percent,mem_rss_mb
1783125082.493591,pull,0.0,11.07
1783125082.5317247,pull,0.0,11.07
1783125082.5697615,pull,0.0,11.07
1783125082.6063614,pull,0.0,11.418
1783125082.6428087,pull,0.0,11.418
1783125082.6802437,pull,0.0,11.418
1783125082.720446,pull,0.0,0.0
1783125082.7609398,commit,0.0,0.0
1783125082.8008926,push,0.0,11.07
1783125082.8353894,push,0.0,11.07
1783125082.8687499,push,0.0,11.07
1783125082.904965,push,0.0,11.453
1783125082.943086,push,0.0,11.453
1783125082.9846075,push,0.0,11.52
1783125083.0216045,push,0.0,11.52
1783125083.060233,push,0.0,11.52
1783125083.1010807,push,24.3,11.52
1783125083.1388872,push,0.0,11.52
1783125083.1786861,push,0.0,11.52
1783125083.2162898,push,0.0,11.52
1783125083.254156,push,0.0,11.52
1783125083.2936661,push,0.0,11.52
1783125083.3309617,push,0.0,11.52
1783125083.369867,push,0.0,11.52
1783125083.4102845,push,0.0,11.52
1783125083.4496915,push,0.0,0.0
