timestamp,phase,cpu_percent,mem_rss_mb
1783125067.2017355,pull,0.0,11.219
1783125067.237081,pull,0.0,11.219
1783125067.270279,pull,0.0,11.219
1783125067.3056126,pull,0.0,11.578
1783125067.339075,pull,0.0,11.578
1783125067.3717363,pull,0.0,11.578
1783125067.40995,pull,0.0,11.582
1783125067.4511929,commit,55.4,0.0
1783125067.491039,push,0.0,11.293
1783125067.5256784,push,0.0,11.293
1783125067.5608203,push,0.0,11.293
1783125067.5998375,push,0.0,11.68
1783125067.63758,push,0.0,11.68
1783125067.674037,push,0.0,11.746
1783125067.7103148,push,0.0,11.746
1783125067.7438464,push,0.0,11.746
1783125067.7812827,push,0.0,11.746
1783125067.8165236,push,0.0,11.746
1783125067.849467,push,0.0,11.746
1783125067.8873742,push,0.0,11.746
1783125067.9233792,push,0.0,11.746
1783125067.9570801,push,0.0,11.746
1783125067.993488,push,0.0,11.746
1783125068.027729,push,0.0,11.746
1783125068.0610662,push,0.0,11.746
1783125068.0959506,push,0.0,11.746
1783125068.1321812,push,27.6,0.0
