phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.25023508071899414,0,0.015705999999999998,20.109375
commit,0.040229082107543945,0,0.015354,20.109375
push,0.680741548538208,0,0.018869,20.109375
